,ASER,BWM-DL02,BWM-DL04,BWM-DL06,FLPR,BWM-DL01,BWM-DL05,BWM-VR08,BWM-DL07,BWM-DR07,BWM-DR05,BWM-VR04,URYVR,BWM-DR03,BWM-DR01,BWM-DR06,BWM-DR08,SMBDL,BWM-VR02,SMDDR,URYVL,URAVL,BWM-DR04,BWM-DR02,IL2VR,IL1DR,RIPR,OLLR,OLQDR,URADR,URYDR,AVHL,CEPVR,IL1VR,BWM-VL03,URBL,CEPDR,BWM-VL08,URXR,BWM-VL04,RID,RIR,ASKR,AVAL,BWM-VL02,RMDL,SIBDR,RIGL,ALMR,AVDR,AVKL,RMEV,AVL,SIBDL,RIS,CEPVL,RMDR,RIBR,OLLL,RIML,RMEL,SAAVR,SIAVL,ADAR,PVT,RIPL,AVAR,BDUL,SIADL,SMDDL,excgl,AIML,BAGL,SMBVL,AIYL,RIFL,BWM-VR01,RMER,SMDVR,ADAL,SIBVL,RMDVR,AVKR,AVHR,PVPL,ASHL,AIZL,AVBR,AVBL,ASGL,ADFL,AWAL,BWM-VR03,AUAL,ASJL,RIBL,ASIL,ASKL,AIBL,AFDL,SABD,AWCR,RIMR,ASIR,AVJR,AUAR,OLQVL,ADFR,DB1,RIGR,AIZR,ASGR,URBR,SAAVL,IL1DL,SMBVR,AVJL,RIFR,BDUR,RMGR,AIMR,RICR,PVR,DVA,SMDVL,PVCR,PVCL,IL1R,FLPL,ADEL,ADER,DVC,SIADR,SIAVR,PVPR,RIH,PVQR,AWBL,SABVL,SABVR,IL2R,RIVR,BWM-VR07,RMDDR,IL2DR,AIBR,IL1VL,RMED,SAADR,RIAR,RICL,RIVL,BWM-VL07,SAADL,AINR,AINL,RMDDL,RIAL,BWM-VL05,CANL,ADLL,AVEL,BWM-VR05,AVDL,IL2VL,ALML,SMBDR,AWCL,ASEL,ALA,AVER,ADLR,CANR,AIAL,ASJR,PVQL,AIYR,RMDVL,AIAR,AWAR,BWM-VR06,IL1L,RMGL,IL2L,AWBR,AFDR,ASHR,URAVR,URADL,OLQDL,URYDL,IL2DL,CEPDL,URXL,BAGR,OLQVR,BWM-VL01,BWM-DL03,BWM-DL08,BWM-VL06,SIBVR,Fragment1,Fragment2,Fragment3,Fragment4
ASER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2760,11880,2040,0,0,0,0,0,1800,0,75960,0,84120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,15120,0,0,0,555120,0,0,0,0,0,0,0,0,0,0,0,305640,0,0,0,0,158880,0,0,0,0,502680,0,514920,605400,33840,985920,0,510840,0,0,0,115320,0,0,277800,408120,0,60240,5160,5400,0,218640,0,0,25560,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,0,336840,29040,0,0,0,0,0,0,0,1389720,0,0,0,0,0,1560,0,0,476880,840,0,12600,0,0,0,0,0,0,0,0,0,655440,209160,0,0,619560,0,137160,147720,0,1196760,0,413040,1753680,0,0,0,0,394080,53760,390240,0,0,6120,0,480,0,0,242640,0,0,0,0,0,0,0,0,0,0
BWM-DL02,0,0,1388400,0,0,693960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183240,0,0,0,278640,0,0,0,0,958920,94920,0,0,0,0,0,2520,0,0,0,16680,210360,0,1560,0,2760,0,0,0,0,147600,0,0,0,0,0,0,0,0,0,0,0,826080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23400,0,0,0,0,0,0,0,0,0,0,129600,0,0,0,191160,0,0,0,0,0,0,651360,0,0,25680,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DL04,0,1388400,0,559200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252720,0,0,0,19440,0,0,0,0,0,199320,0,0,0,0,0,0,0,0,0,0,235200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,63840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173880,0,0,0,0,0,0,0,0,0,0,1920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129960,0,0,0,0,0,0,0,0,0,0,4920,0,0,0,6000,57600,0,0,0,0,0,0,0,0,0,486000,0,0,0,0,0,35280,0,0,0,0,0,0
BWM-DL06,0,0,559200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36000,0,0,0,0,0,0,0,0,0,0,4680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114480,0,0,0,0,0,0,0,0,0,345480,0,0,0,0,0,244560,0,0,0,0,0,0
FLPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37440,0,0,0,0,0,0,0,0,2040,0,114000,0,0,0,0,0,0,0,0,71520,0,0,286560,0,0,0,0,0,0,0,0,0,0,0,0,36480,0,0,0,0,0,0,0,33000,67800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5280,0,0,0,0,41880,0,0,0,0,0,8880,65400,99720,24240,0,0,0,83640,10440,0,231240,352560,0,443760,196080,64080,66360,5520,77760,0,1097160,74160,0,0,0,0,9000,0,0,0,7080,0,0,0,9480,0,94560,0,0,0,0,0,0,0,0,0,82920,0,102480,0,0,95280,0,0,0,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49320,0,28320,0,0
BWM-DL01,0,693960,0,0,0,0,4440,0,117840,0,0,0,0,102240,68760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5760,0,0,0,0,0,0,245880,0,0,0,0,0,0,0,0,22440,0,0,0,0,40200,0,0,0,0,0,0,0,0,0,0,0,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100440,0,0,0,0,0,0,12960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410040,0,0,0,18960,0,0,0,0,0,0,0,0,35160,0,0,0,0,0,0,0,0,0,223680,0,0,0,0,0,0,0,0,0,0,87360,0,0,0,7800,0,0,0,0,0,0,532200,0,1200,31440,141240,0,0,0,0,633960,0,0,0,0,0,0,0
BWM-DL05,0,0,0,0,0,4440,0,0,145920,48360,0,0,0,0,0,0,0,0,0,137400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290880,0,0,0,153840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26280,0,0,0,0,0,0,0,0,0,0,106560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21360,0,0,0,0,783600,0,0,0,0,0,0,0
BWM-VR08,0,0,0,0,0,0,0,0,0,0,0,138480,0,0,0,0,0,0,21120,0,0,0,0,0,0,0,0,0,0,0,0,0,197280,0,0,0,0,0,0,0,0,0,0,0,0,54480,74280,0,0,0,0,0,0,0,0,0,73440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,0,0,113760,0,0,0,50040,0,0,3960,0,0,0,0,0,0,0,0,0,0,7080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-DL07,0,0,0,0,0,117840,145920,0,0,37560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207240,26160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22560,0,0,0,0,0,0,7680,0,0,0,0,0,55320,0,0,0,0,0,0,0,0,0,113520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83880,0,0,0,0,144360,0,0,0,0,0,0,0
BWM-DR07,0,0,0,0,0,0,48360,0,37560,0,98400,0,0,103920,27600,0,0,14040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184800,0,0,0,0,0,0,4320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10080,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29400,0,0,0,0,0,0,63480,0,0,0,0,0,13320,0,0,0,0,0,0,0,0,0,6480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90480,0,0,0,0,0,0,0,21360,0,0,0,0
BWM-DR05,0,0,0,0,0,0,0,0,0,98400,0,0,0,622920,113400,0,0,115440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94440,0,0,0,0,0,0,0,0,0,0,0,142680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119040,0,0,2400,0,0,0,0,0,187440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14640,0,0,20880,0,0,0,0
BWM-VR04,0,0,0,0,0,0,0,138480,0,0,0,0,0,0,0,0,0,0,1840320,0,0,0,266040,23400,0,0,0,0,0,0,0,0,136680,0,0,0,0,0,0,0,0,0,0,0,0,323640,12720,0,0,0,0,0,0,0,0,0,557520,0,0,211800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218520,0,0,102960,0,0,0,120480,0,0,0,0,81480,0,0,29280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699600,0,0,591480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
URYVR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41160,0,0,0,0,21000,0,23040,93120,0,0,0,50520,1263120,1340520,0,0,0,0,196200,0,0,171000,0,43080,0,0,57360,0,0,0,11880,492840,133200,0,197520,0,0,428160,0,0,79200,0,0,31920,136800,0,18000,0,0,0,0,0,167280,0,0,0,0,97920,0,0,51720,0,0,0,0,0,0,38280,0,0,0,0,0,0,0,0,0,0,99840,0,0,0,12600,0,0,69360,0,6720,0,305400,0,0,0,0,0,12960,14760,0,0,0,0,0,49920,14760,297360,3600,0,0,0,0,0,200880,48720,5400,2400,117000,0,0,0,0,0,0,0,525600,0,0,0,73080,48840,47520,43800,0,0,0,0,0,0,0,0,0,0,804720,0,98640,0,0,30840,0,0,0,0,12600,0,0,0,0,0,202440,0,0,0,0,0,0,6720,0,3960,252480,0,0,0,0,0,0,18480,641640,0,0,0,0,34320,0,0,0,0
BWM-DR03,0,0,0,0,0,102240,0,0,0,103920,622920,0,0,0,1157520,0,0,181080,0,0,0,0,0,0,0,0,0,0,0,0,32520,0,0,0,0,0,34800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,0,0,0,0,0,0,0,0,29280,0,0,18480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204840,0,0,0,124200,0,0,0,0,0,0,0,0,659640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96840,0,0,0,0,0,0,0
BWM-DR01,0,0,0,0,0,68760,0,0,0,27600,113400,0,0,1157520,0,0,0,75600,0,3000,0,0,0,293640,0,148560,33600,0,0,579240,13440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442800,0,0,0,0,0,0,0,0,65760,0,0,0,0,0,0,0,0,8160,0,0,0,0,0,0,0,24840,40800,0,0,116520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120360,77160,0,0,35880,0,0,0,0,0,0,0,0,315720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3960,0,0,0,0,500520,0,0,0,0,0,0,0
BWM-DR06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219240,0,0,0,0,0,475920,0,0,0,0,0,0,0,0,0,0,0,0,0,295080,0,0,0,0,0,0,0,0,16080,0,0,0,0,0,0,0,0,0,0,24120,0,0,127680,0,46920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21240,0,0,0,0
BWM-DR08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219240,0,112200,0,0,0,0,239400,0,0,0,0,0,0,0,0,0,0,0,0,0,459720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62040,0,0,0,0
SMBDL,0,0,0,0,31920,0,0,0,0,14040,115440,0,0,181080,75600,0,112200,0,0,0,23400,0,73920,17760,0,0,37320,37320,294840,99840,0,0,0,0,0,0,239040,0,0,0,0,0,0,18360,0,0,143280,296040,376080,22080,189360,0,0,672240,0,0,18960,0,0,195840,0,616560,275160,103680,10920,0,41160,0,1016040,207240,0,0,0,1308120,99600,0,0,0,0,168240,475920,8880,214560,11880,0,69480,821280,21840,0,0,337440,3960,0,0,0,16800,0,0,0,0,0,0,0,0,0,0,0,0,0,68880,16920,0,330600,0,0,193080,4080,8640,0,0,0,162600,0,151080,28680,0,111240,0,0,28680,47280,11160,0,46440,0,184080,0,6720,0,0,0,181440,0,55920,18840,373320,7080,159120,9840,6000,215640,73800,0,347520,0,0,624240,250080,0,0,0,3840,0,0,0,0,123720,0,6720,7080,99720,0,1680,0,0,0,0,36840,0,0,0,0,233520,0,0,0,0,0,0,0,20880,0,0,0,0,0,0,0,0,0,902520,0,0,0,0
BWM-VR02,0,0,0,0,0,0,0,21120,0,0,0,1840320,0,0,0,0,0,0,0,0,0,0,33600,639720,0,0,39960,12480,0,0,0,0,0,73080,0,0,0,0,0,0,0,0,0,0,0,76800,0,0,0,0,0,0,0,0,0,0,105480,0,0,0,926040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384840,5280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46320,0,0,42720,0,0,0,0,0,0,0,0,0,0,0,302880,0,0,0,0,0,0,0,0,0,0,0,0,2520,0,0,238080,0,0,0,0,0,0,0,0,0,0,0,0,11160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643440,0,0,0,0,0,0,0,0,0,501480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMDDR,0,0,0,0,0,0,137400,0,0,0,0,0,41160,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,147840,0,0,0,1440,2040,0,0,157920,59520,0,0,0,12600,0,0,1034760,0,312600,409800,0,0,0,126600,24360,0,22680,1318440,0,110760,156600,347520,1725960,0,174600,2040,161160,240,0,112200,0,3840,253680,186360,23520,0,18840,0,0,81480,0,339720,13440,0,12120,296520,1680,0,25680,0,0,56040,0,0,0,12000,0,23040,394080,0,0,659640,0,0,0,633480,0,10320,0,0,0,0,0,2880,0,0,1886640,0,46560,0,0,0,486960,0,778320,0,0,2610480,0,0,0,0,170760,0,1920,624000,23160,0,600,0,0,0,0,0,2040,0,201240,0,47880,0,633720,864840,1298640,228840,1268160,0,0,0,0,240,1249560,0,0,0,35640,0,0,0,0,411480,0,0,0,171720,0,0,0,0,0,0,379200,0,0,0,0,79320,0,0,0,0,0,0,23280,526920,0,160920,840,0,0,7800,36480,0,0,0,0,0,0,0
URYVL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23400,0,0,0,342840,0,0,0,0,0,0,0,0,0,0,0,0,0,1920,0,0,0,0,23400,186960,0,14640,0,0,0,152760,0,87000,0,618000,76800,59640,142200,682680,0,0,55320,23520,220920,0,0,0,138120,0,79680,0,69600,46680,0,0,7800,0,0,0,0,0,349920,39120,64440,373320,8280,50160,12600,0,0,0,51480,0,40080,0,0,37320,0,563280,0,0,0,0,0,0,3960,0,20400,0,688560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34800,48840,46560,0,0,18240,0,0,0,0,104040,0,0,0,571080,0,10680,0,0,0,0,0,0,0,180960,895680,134760,0,0,14400,0,0,112440,0,0,858840,96360,0,0,47520,0,0,0,227160,58440,0,0,0,0,607560,0,0,0,0,0,0,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149040,51720,0,10440,0,0,0,58440,0,0,0,0
URAVL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1013400,0,0,75240,0,0,0,284760,0,2160,0,175320,0,0,16320,1560,194760,0,7200,0,40080,811440,0,0,15840,0,0,0,0,0,0,0,0,744840,0,24840,33720,154200,0,0,0,0,0,0,0,0,0,0,0,0,0,133200,0,0,0,0,0,0,1200,0,0,0,283680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230160,25320,0,0,0,0,0,0,0,14520,0,0,0,127200,0,0,0,0,0,2040,0,0,0,92520,323400,257280,0,0,0,0,0,0,0,0,9960,10920,0,0,0,0,0,0,964920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116520,0,461640,0,0,0,0,0,0,0,0,0,81000,45480,0,595920,0,0,0,4080,0,0,0,0
BWM-DR04,0,0,0,0,0,0,0,0,0,0,0,266040,0,0,0,475920,239400,73920,33600,0,0,0,0,1496760,0,0,0,0,0,0,0,0,7440,0,0,0,601080,0,0,0,0,0,0,0,0,415080,0,0,21600,0,0,0,0,0,0,0,95520,0,0,119880,0,7800,0,0,0,0,0,0,0,6480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486600,0,0,0,0,0,0,40200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44880,0,0,0,0
BWM-DR02,0,0,0,0,0,0,0,0,0,0,0,23400,0,0,293640,0,0,17760,639720,0,0,0,1496760,0,0,125400,34800,15120,0,756720,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13680,0,0,36240,0,0,0,0,0,0,0,56760,0,0,0,782520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26640,0,0,0,114720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16680,0,0,0,0,0,0,0,0,0,0,0,575880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2VR,0,0,0,0,0,0,0,0,0,0,0,0,21000,0,0,0,0,0,0,0,0,0,0,0,0,0,753960,0,0,0,0,0,226680,528720,0,0,0,0,66840,0,0,1080,0,0,0,0,13680,0,0,0,0,481320,40080,0,0,0,0,0,0,0,294360,0,0,20280,76080,0,0,0,0,0,0,0,180000,0,0,0,114120,273120,0,0,0,0,26760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45360,0,0,0,3960,0,0,0,0,0,0,38400,0,0,0,0,0,8280,0,0,0,0,0,48480,0,16200,0,0,0,0,0,0,0,49680,6960,2640,0,529080,0,0,0,0,88680,0,0,47040,0,0,0,137040,120,91920,13680,5280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11160,0,0,0,0,0,0,0,0,0,0,35640,0,0,0,0,0,0,0,0,0,669240,0,0,0,0,0,0,0,340200,0,0,0,0,19080,0,0,0,0
IL1DR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148560,0,0,0,0,0,0,0,0,125400,0,2160,976200,345960,1143240,803520,1449240,0,0,0,0,0,916080,0,0,0,0,0,9960,0,0,0,0,0,0,18360,0,44040,29160,0,35160,0,0,4680,0,0,28200,0,0,38400,16080,345720,2760,0,0,0,0,0,45720,0,0,0,0,759960,89400,0,0,1628760,0,21000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14280,0,18720,19800,30960,0,0,0,66840,0,0,0,0,10800,0,0,0,0,0,16560,480,169560,0,0,0,0,236880,0,0,0,26760,0,0,0,133920,5040,0,0,0,3480,0,0,0,982920,0,0,207840,0,0,0,0,0,0,14160,15480,11880,0,0,0,0,0,0,35400,0,0,0,5040,2520,16080,19080,17640,0,0,9720,0,0,0,1680,23400,0,0,0,0,0,0,3120,0,0,0,0,0,0,0,26160,0,0,0,0,0,0,0,0,0,0
RIPR,0,0,0,0,0,0,0,0,0,0,0,0,23040,0,33600,0,0,37320,39960,0,0,0,0,34800,753960,976200,0,0,52680,909240,44520,0,132360,811200,0,0,71400,0,13080,0,0,0,0,0,0,0,0,0,0,2160,0,152400,0,0,0,0,0,0,0,0,124680,0,0,46200,0,391440,0,0,0,0,0,0,0,0,0,0,192000,201000,0,0,33360,1080,0,0,0,0,0,21120,0,0,0,0,2640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251280,6360,0,0,0,0,0,55080,393000,0,0,0,0,0,0,0,0,0,0,0,0,1139040,0,0,0,0,20880,0,0,46800,1407240,0,0,242400,0,0,20280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56520,0,0,0,0,0,0,0,0,0,843120,0,7200,0,134160,1080,0,0,53520,0,0,0,0,46560,0,0,0,0
OLLR,0,0,0,0,0,0,0,0,0,0,0,0,93120,0,0,0,0,37320,12480,147840,0,0,0,15120,0,345960,0,0,476040,0,123960,0,262800,398520,0,0,511560,0,0,0,0,0,0,0,0,184920,36840,0,0,4920,0,449280,33120,33480,54840,0,120960,600240,195720,24360,255000,0,0,0,43920,0,0,0,0,302520,0,0,0,0,0,0,0,978600,122880,0,480,459840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97560,0,0,0,12720,16320,15360,0,0,0,0,420240,0,0,676560,1440,41640,78360,0,0,0,22440,0,45000,0,0,174720,0,0,1280400,0,0,0,7680,0,15840,0,0,2880,0,0,0,657000,30360,0,537600,0,0,0,984360,1320,32640,0,0,0,300360,48120,7680,98040,0,0,0,0,1320360,0,0,0,0,0,20880,0,19560,40320,59400,0,0,45240,0,0,5640,0,0,0,0,0,0,0,0,0,35280,0,0,0,0,0,0,0,207240,0,0,0,0,0,0,0,0,0
